,ActivityID,HeartRate,Hand_Temperature,Hand_3Dacceleration16_X,Hand_3Dacceleration16_Y,Hand_3Dacceleration16_Z,Hand_3Dgyroscop_X,Hand_3Dgyroscop_Y,Hand_3Dgyroscop_Z,Hand_3Dmagnetometer_X,Hand_3Dmagnetometer_Y,Hand_3Dmagnetometer_Z,Chest_Temperature,Chest_3Dacceleration16_X,Chest_3Dacceleration16_Y,Chest_3Dacceleration16_Z,Chest_3Dgyroscop_X,Chest_3Dgyroscop_Y,Chest_3Dgyroscop_Z,Chest_3Dmagnetometer_X,Chest_3Dmagnetometer_Y,Chest_3Dmagnetometer_Z,Ankle_Temperature,Ankle_3Dacceleration16_X,Ankle_3Dacceleration16_Y,Ankle_3Dacceleration16_Z,Ankle_3Dgyroscop_X,Ankle_3Dgyroscop_Y,Ankle_3Dgyroscop_Z,Ankle_3Dmagnetometer_X,Ankle_3Dmagnetometer_Y,Ankle_3Dmagnetometer_Z
42968,10,85,32.125,3.5122,3.20713,8.08726,-0.0140127,-0.0191073,0.0311907,7.86633,-32.4465,-37.9722,33.625,0.637207,7.40068,5.6056,0.0415348,0.0426459,-0.046054000000000005,-1.69284,-36.6443,-2.20943,31.9375,7.80588,2.66927,-2.92409,-0.196118,0.102806,0.133217,-10.1718,-20.8893,43.6627
42979,10,85,32.125,3.98039,3.01796,8.55676,0.306244,-0.0981256,-0.186104,7.2479,-32.6617,-37.9696,33.625,0.5443479999999999,7.74458,6.29978,-0.0476327,0.0225423,-0.00130535,-1.6964,-36.2571,-2.35266,31.9375,7.62069,1.98542,-2.7288,0.103046,-0.135752,-0.107705,-10.4389,-20.6201,43.0941
42990,10,85,32.1875,3.4146300000000003,2.41665,8.704260000000001,0.15789,-0.0107744,0.0713068,7.87943,-34.0598,-36.9125,33.625,0.642826,7.364319999999998,5.79943,0.0450624,0.00229563,-0.0382982,-1.82522,-36.2524,-2.35358,31.9375,8.21257,2.55404,-3.07356,-0.248381,0.203342,0.0922722,-9.78076,-21.4246,43.381
43001,10,85,32.1875,3.6786,3.2855300000000005,8.51285,-0.725837,0.108979,0.216545,7.12494,-33.6469,-36.5198,33.625,0.348354,7.856839999999999,6.10226,-0.000745297,-0.0214431,-0.00932245,-1.94298,-37.2801,-2.06655,32.0,9.06402,1.60066,-3.21327,0.164687,-0.06795010000000001,-0.16756300000000002,-9.91589,-21.2903,42.9549
43012,10,85,32.1875,3.4113900000000004,3.66562,8.35361,0.246669,-0.0315925,0.018316,7.1305,-33.8956,-36.7808,33.625,0.804335,7.32827,6.11224,0.060204,0.0601754,-0.022965,-1.29314,-36.9164,-2.76912,32.0,7.880339999999999,2.59286,-2.92285,-0.240923,0.140879,0.124791,-10.1694,-21.1477,43.3793
43023,10,85,32.1875,3.48485,2.98281,8.43399,0.0521906,-0.0194274,0.00781273,7.5023300000000015,-33.4195,-37.4406,33.625,0.228491,7.931210000000001,5.90624,0.0444773,-0.045608,0.0110739,-1.82042,-37.0268,-1.92614,32.0,9.17962,1.18069,-3.01653,0.171851,-0.138638,-0.144575,-9.92096,-20.903,43.2381
43034,10,85,32.1875,3.75473,2.60338,8.67024,-0.0345367,0.0526915,0.00984376,7.49406,-33.2944,-36.6539,33.625,0.340595,7.51641,5.8709,2.29569e-05,0.0366967,-0.0062353,-1.8106,-37.672,-1.9224,32.0,7.46876,2.40531,-2.88732,-0.334511,0.114628,0.165261,-9.53932,-20.9225,43.0976
43045,10,85,32.1875,3.71773,3.09621,8.59105,-0.0758965,-0.0265017,0.0151031,7.12713,-33.6472,-36.7823,33.625,0.07523560000000001,7.63046,5.90444,0.0370291,-0.0511107,-0.0341811,-2.09953,-36.3724,-1.22677,32.0,9.73601,1.06451,-3.16447,0.201306,-0.200163,-0.174221,-9.79712,-21.1692,42.3878
43056,10,85,32.1875,3.5277199999999995,2.94592,8.58871,0.053986,-0.0330956,-0.06363089999999999,7.3803100000000015,-33.909,-36.9125,33.625,0.801502,7.55341,5.99529,0.0890071,0.13552899999999998,-0.051858900000000006,-1.56905,-36.7783,-1.78479,32.0,7.12823,2.3324700000000003,-3.00613,-0.262862,0.118422,0.152881,-9.15456,-20.9412,43.2408
43067,10,85,32.1875,2.25786,2.61875,9.07113,-0.341003,-0.29390900000000003,-0.4097770000000001,7.625739999999999,-33.9219,-36.5192,33.625,-0.121503,7.89307,5.6677,0.0365429,0.033760000000000005,-0.0867134,-1.7053599999999998,-36.1283,-1.93044,32.0,10.1791,1.5958,-3.47194,0.17077,-0.141561,-0.190294,-9.41704,-20.6711,43.0978
43078,10,85,32.1875,3.47548,3.3591800000000003,8.08619,0.314845,-0.38728,-0.754341,8.631,-33.8524,-37.9652,33.625,0.5724670000000001,7.85509,5.95144,-0.13893599999999998,-0.0176782,-0.0766363,-1.71271,-36.2576,-1.36574,32.0,7.494280000000002,2.44657,-3.3118,-0.245909,0.0944191,0.0967714,-9.15924,-20.4243,43.8075
43089,10,85,32.1875,5.49028,7.13395,7.6802800000000016,0.8215469999999999,-0.00282611,-0.0935733,9.63094,-36.1375,-34.935,33.625,0.111808,7.47947,5.86687,0.0220836,-0.0705143,-0.0124304,-1.6880400000000002,-37.4187,-1.78198,32.0,11.1577,1.81616,-3.30891,0.254882,-0.127648,-0.13165,-9.67446,-20.2703,43.6637
43100,10,85,32.1875,4.97725,3.41102,6.72297,-0.32688,0.08926419999999999,0.456758,9.13935,-35.4919,-36.644,33.625,0.803243,7.77959,6.03331,-0.00779158,0.06264940000000001,0.00503999,-1.7052200000000002,-36.9028,-1.22102,32.0,7.42324,2.33185,-3.15746,-0.17042100000000002,0.031527,0.0916538,-9.80414,-20.3939,43.2379
43111,10,85,32.1875,4.18866,3.61753,7.903569999999998,-0.181553,0.31100900000000004,0.579455,7.38793,-35.5215,-35.1967,33.625,0.606154,7.47766,5.83712,0.0319257,-0.00606111,0.00182705,-1.8435,-36.1238,-1.36741,32.0,11.5307,2.84087,-3.5429800000000005,0.319991,-0.072032,-0.0387912,-8.790460000000001,-20.0582,43.2411
43122,10,85,32.1875,2.20181,2.35912,9.68696,-0.213533,0.275308,0.0990878,7.00241,-34.2603,-35.7285,33.625,0.147886,8.00572,5.74966,-0.00612232,0.103958,-0.0080979,-1.81882,-37.2849,-1.78365,32.0,7.414519999999999,2.56256,-3.5062900000000004,-0.0832425,0.043443,0.056546800000000015,-9.79557,-20.6509,43.5219
43132,10,85,32.1875,3.9056,3.70044,8.43787,0.377229,-0.154384,-0.0892281,7.00065,-33.8882,-36.1244,33.625,0.268842,7.48003,6.0246,0.00385861,0.00365295,-0.030013,-1.30552,-37.1749,-1.7807099999999998,32.0,12.1916,1.85166,-3.80019,0.321922,-0.111137,-0.112413,-8.53265,-20.3294,42.9586
43143,10,85,32.1875,3.2181,2.91832,9.46937,-0.150629,-0.090097,-0.05895180000000001,6.75362,-33.9991,-36.1232,33.625,0.529479,7.7412100000000015,5.79615,0.0467246,0.08785950000000001,-0.0506764,-1.45152,-36.6542,-1.22066,32.0,6.82753,2.29672,-3.04758,-0.053510900000000014,0.0450881,0.00937618,-9.92408,-20.9037,42.9544
43156,10,84,32.1875,2.97836,2.1495900000000003,8.1598,-0.0286973,-0.5325850000000001,-0.799449,7.888210000000001,-34.061,-37.9624,33.625,0.487235,7.47698,5.68008,-0.054796800000000014,-0.0165201,-0.0142517,-0.944845,-36.4153,-0.936485,32.0,11.6918,2.91264,-3.15588,0.0109069,0.034675300000000006,0.0110235,-9.0432,-20.1743,43.2403
43165,10,84,32.1875,3.99061,4.2226599999999985,7.513689999999999,-0.18352,-0.389859,-0.921368,9.87635,-34.2909,-37.5714,33.625,-0.0471626,8.04293,5.59112,-0.0493911,-0.0470614,-0.00508535,-1.20641,-36.1477,-0.939824,32.0,6.8201100000000014,2.56507,-3.3580400000000004,-0.103675,0.0188093,0.041295,-10.3073,-20.8846,42.953
43176,10,84,32.1875,5.29356,7.92877,7.28978,0.96046,0.07156169999999999,-0.182945,11.7597,-35.8804,-37.3031,33.625,0.314863,7.44407,6.2966,-0.07101510000000001,-0.032363,-0.00448658,-1.19745,-36.2766,-1.36204,32.0,12.2483,3.0246,-3.34381,0.311769,-0.0613539,-0.0544675,-8.26121,-20.727,43.6692
43187,10,84,32.1875,3.35936,3.02829,9.16322,-0.103289,0.046266900000000014,0.00288924,12.0025,-34.4054,-39.0185,33.625,0.3717,7.89101,5.5992,0.109006,0.00115363,-0.0190501,-0.936988,-36.9315,-0.933499,32.0,7.04487,2.60161,-3.35596,-0.0140055,0.00436853,-0.016897099999999998,-9.66627,-21.1749,42.672
43198,10,84,32.1875,3.85441,4.83354,7.8174899999999985,0.034044,0.0642518,0.0211398,11.754,-35.1359,-37.8325,33.625,0.114992,7.818869999999999,5.94327,-0.010659,-0.0433409,0.0143347,-1.05954,-37.1847,-1.07392,32.0,11.4205,2.80297,-3.4667,0.158252,0.0102889,-0.0258411,-9.27957,-21.0637,43.2405
43209,10,84,32.1875,3.5992800000000003,3.32305,8.39607,-0.231284,0.0228525,0.05394,11.873,-33.7783,-39.4158,33.625,-0.125181,8.23092,5.51165,0.00964117,-0.048589,0.0300127,-1.4358,-37.6866,-1.21469,32.0,7.8315100000000015,2.52037,-3.3088,0.0241446,-0.00110456,-0.0207867,-9.28502,-20.806,43.2402
43220,10,84,32.1875,3.82709,3.28369,8.4381,0.0265226,0.0188,0.0153963,12.2488,-33.6746,-39.9421,33.625,0.38254,7.667680000000002,5.98733,-0.08906610000000001,-0.0381841,-0.0026187,-1.94764,-37.2802,-1.7845799999999998,32.0,10.0775,2.58209,-3.28615,0.0843193,-0.0373801,-0.0201808,-9.28931,-20.6774,43.0982
43231,10,84,32.1875,3.56095,3.4368199999999995,8.35662,0.0618466,0.00925483,0.0406175,11.8692,-33.9017,-38.7588,33.625,0.408272,7.740019999999999,5.56163,-0.0191062,-0.0388016,-0.00498739,-1.71418,-36.774,-0.798797,32.0,8.73532,2.74121,-3.1465400000000003,0.017795599999999998,-0.012345299999999998,-0.0287862,-9.14599,-21.1983,43.5248
43242,10,84,32.1875,3.5987400000000003,3.4365300000000003,8.35719,-0.00503127,0.0157435,0.015721100000000002,11.868,-33.4057,-39.418,33.625,0.620031,7.97001,6.2617,-0.0625803,-0.012475,-0.012646,-1.05169,-37.7009,-1.07093,32.0,9.47565,2.43465,-3.36859,0.0858553,-0.0162875,-0.0184035,-8.64519,-20.9671,43.1008
43253,10,84,32.1875,3.67592,3.47422,8.39671,-0.00322188,0.00491801,0.0162309,11.7347,-32.902,-39.1583,33.625,0.370803,7.55213,5.6002800000000015,0.110708,-0.00724803,-0.0103336,-1.31608,-36.7879,-1.50097,32.0,8.806980000000003,2.55154,-3.22181,-0.0251975,0.026042900000000004,-0.00411946,-9.04787,-20.1753,42.8148
43264,10,84,32.1875,3.55667,3.39788,8.24123,0.0524314,-0.0248441,-0.0366457,11.9958,-33.9086,-39.0215,33.625,0.578086,7.81873,6.14527,-0.07926710000000001,0.00853713,-0.00125785,-1.44686,-36.6541,-1.50264,32.0,9.17374,2.58938,-3.48841,0.06088540000000001,0.00387485,-0.038761300000000005,-8.77331,-20.5723,43.8091
43275,10,84,32.1875,3.86059,3.623180000000001,8.24502,0.0677003,-0.0346108,-0.00668002,11.8781,-34.1508,-39.4135,33.625,0.607645,7.17695,5.91556,-0.0086228,0.014176,0.0092165,-1.44379,-36.3959,-1.9271,32.0,8.952589999999997,2.39968,-3.33514,-0.00163571,-0.00682843,-0.033512,-8.9026,-20.5663,43.6668
43286,10,84,32.1875,3.676730000000001,3.39868,8.43546,-0.0225833,-0.012568,0.0012084,12.6253,-34.1908,-39.546,33.625,0.38075,7.85543,5.90925,0.0139734,0.00415785,-0.0504373,-1.82472,-36.8978,-1.7858900000000002,32.0,9.18403,2.66243,-3.14145,0.00364685,-0.0317403,0.00723063,-8.51823,-20.7146,43.5265
43297,10,84,32.1875,3.6146,3.54435,7.7027800000000015,0.0931666,-0.0017640999999999996,-0.0144786,11.876,-34.3984,-38.7558,33.625,0.343429,7.29126,5.98785,-0.0112609,0.0023029,0.0256522,-1.19389,-36.6638,-1.21882,32.0,9.10049,2.47531,-3.41128,-0.0178485,-0.0100137,-0.00758921,-8.38972,-20.9798,43.1017
43307,10,84,32.1875,3.6687,3.5860300000000005,8.1653,-0.00133618,-0.012768,-0.0194105,12.2496,-34.2945,-39.0197,33.625,0.22496,7.89278,5.79014,0.0101309,0.0494236,-0.0234422,-1.82974,-37.027,-1.36218,32.0,8.9861,2.70479,-3.52964,-0.03163,-0.043372900000000006,0.0164816,-8.53148,-20.4586,42.817
43318,10,84,32.1875,3.98599,3.81468,8.55415,0.133345,-0.0369181,-0.0409922,11.7509,-34.0198,-39.2828,33.625,0.500215,7.63045,6.10575,0.0487005,-0.0122765,-0.0112014,-1.5515,-37.1651,-2.4875,32.0,9.10879,2.58696,-3.14176,-0.0106183,0.0266323,0.0219198,-8.65103,-20.8389,42.817
43329,10,84,32.1875,3.71718,3.77778,8.43479,0.0425141,-0.0339246,0.00387596,11.746,-33.8952,-38.8899,33.625,0.152808,7.705789999999999,5.9443199999999985,0.0213464,-0.0316955,-0.0245099,-1.4363,-37.0411,-1.78238,32.0,9.18034,2.58745,-3.2568,-0.0138237,0.0353792,-0.00478971,-8.77058,-21.2191,42.817
43340,10,84,32.1875,3.86781,3.70073,8.43731,0.129752,-0.045488199999999986,0.0138336,11.6316,-34.1378,-39.6755,33.625,0.310288,7.44303,6.14164,-0.0144465,0.0343984,0.0202928,-1.69983,-36.6445,-1.78646,32.0,9.06747,2.47426,-3.25725,-0.042376300000000006,-0.0325051,0.00946555,-8.526019999999999,-20.7163,42.8173
43351,10,84,32.1875,3.5081900000000004,3.20612,7.97174,-0.0254732,0.0176321,0.0364051,11.8749,-34.3983,-38.6246,33.625,0.219887,7.70348,5.6357800000000005,0.0321422,0.0028848000000000003,-0.0296987,-1.43913,-36.3957,-2.20907,32.0,9.07136,2.5872,-3.14214,-0.0104603,0.00689662,0.00204168,-8.785,-20.8339,42.2492
43362,10,84,32.1875,4.24231,3.5357,7.28885,-0.234349,-0.0544943,-0.0187872,11.138,-34.2358,-39.9364,33.625,0.266952,7.63012,5.94664,-0.0558898,0.011581,-0.0238602,-1.4406,-36.9121,-1.64213,32.0,9.02733,2.58937,-3.37414,0.000161858,-0.0333404,-0.00145867,-8.53031,-20.5878,42.6753
43373,10,84,32.1875,3.82582,3.61446,7.2438600000000015,0.299625,-0.00408622,0.0115396,10.8777,-34.097,-38.7556,33.625,0.379009,7.62925,5.8712300000000015,0.057184300000000014,0.0110061,-0.0242148,-1.42648,-37.6863,-1.77865,32.0,9.10678,2.62558,-3.2192,0.020687,0.0248891,-0.0323681,-8.65103,-20.8389,42.817
43384,10,84,32.1875,4.27144,4.45195,7.94048,0.732483,-0.158868,0.125002,10.0186,-35.5396,-37.6953,33.625,0.577887,7.74343,6.14551,-0.0750869,0.0675531,-0.034862300000000006,-1.6857099999999998,-37.4187,-1.92297,32.0,8.95778,2.5502700000000003,-3.18167,0.042417800000000006,-0.0438093,-0.00302111,-8.51628,-21.1026,42.9596
43395,10,84,32.1875,4.20451,4.1040800000000015,7.1709,0.144125,-0.201216,0.328192,8.4011,-36.1969,-36.3757,33.625,0.29875100000000004,7.402789999999999,5.75435,-0.00213006,-0.0116105,-0.00919043,-1.32001,-36.5298,-1.50246,32.0,9.18025,2.35932,-3.21679,0.0135997,0.0126188,0.0092483,-8.78422,-20.5747,42.8162
43406,10,84,32.1875,3.99962,4.42406,8.821710000000003,0.227256,-0.122765,0.239895,6.80055,-38.592,-34.2582,33.625,0.452751,7.55318,5.79537,0.00152858,-0.000913602,-0.0451107,-1.19156,-36.6637,-1.3598,32.0,9.03264,2.54979,-3.1809,0.00408196,0.010972399999999998,-0.0223017,-8.64597,-20.7083,43.526
43417,10,84,32.1875,4.60675,3.95578,7.908689999999999,0.0437193,0.121458,-0.00279061,6.41921,-38.447,-33.471,33.625,0.458271,7.47917,5.989319999999998,0.025733,0.00723703,0.028292,-1.56512,-37.0364,-1.7833,32.0,9.06526,2.4749,-3.33446,0.0181108,0.0205661,0.00775923,-8.65025,-20.5797,43.38399999999999
43428,10,84,32.1875,4.3343,3.1507400000000003,6.7527,-0.94775,0.23387,-0.202627,6.67143,-37.3451,-35.7091,33.625,0.262875,7.81735,5.79107,0.0473602,0.0152714,-0.0320892,-1.95426,-37.1513,-1.50335,32.0,9.06876,2.51191,-3.21888,-0.00725101,-0.027892,0.025356,-8.52914,-20.717,42.5336
43439,10,84,32.1875,4.24952,3.99198,7.4028800000000015,-0.380847,0.142766,-0.139672,8.54237,-37.6933,-35.9732,33.625,0.49743,7.4416600000000015,6.02887,0.0310925,0.016684400000000002,-0.023952900000000003,-1.4429299999999998,-36.9122,-1.50115,32.0,9.06346,2.55148,-3.4121300000000003,-0.0108276,-0.0312497,0.00483392,-8.77565,-20.8318,43.1002
43450,10,84,32.1875,4.25061,3.19693,7.59802,-0.4344020000000001,-0.0973288,-0.0787678,8.27835,-36.0665,-36.77,33.625,0.0400063,7.857019999999999,5.98051,0.015025899999999997,-0.00329552,-0.0125838,-1.57604,-36.7785,-1.36183,32.0,8.99191,2.55099,-3.2970900000000003,0.0125225,0.034319300000000004,-0.0149709,-8.89675,-21.2124,42.9584
43461,10,84,32.1875,4.09088,4.06701,7.16933,0.429384,0.00159082,-0.106909,9.65092,-36.8839,-36.1116,33.625,0.267251,7.74308,5.946280000000002,0.0278156,0.0297688,-0.0228218,-0.811001,-36.2908,-1.35927,32.0,9.17814,2.5881,-3.334,0.029097700000000008,0.0177441,0.00854942,-8.64986,-20.9681,42.6753
43472,10,84,32.1875,4.30388,4.45031,7.78702,0.187649,-0.0582802,-0.00169954,9.15817,-37.8497,-35.0549,33.625,0.0299116,7.929989999999999,5.6316,0.0618682,-0.0123124,-0.00852164,-1.56389,-37.4236,-1.49908,32.0,9.06637,2.47458,-3.29585,-0.0375595,-0.0133991,-0.0100361,-8.766680000000001,-20.9593,43.6677
43482,10,84,32.1875,4.31395,5.182180000000002,9.0163,0.907636,-0.0309325,0.31358,8.40836,-38.4291,-33.6063,33.625,0.538828,7.818589999999999,6.10583,-0.0229506,0.06416820000000001,-0.0604234,-1.44992,-36.9124,-1.07818,32.0,9.10839,2.51103,-3.14129,0.0210443,-0.0491667,0.0299574,-8.649469999999999,-20.8385,42.9588
43493,10,84,32.1875,4.28916,5.01471,7.24608,0.173415,-0.0879703,0.022224,7.92023,-40.1393,-31.8889,33.625,0.222174,7.703989999999999,5.71326,-0.00245095,-0.017255700000000002,-0.0131888,-1.05991,-37.3138,-0.932183,32.0,9.10639,2.54964,-3.21873,0.00219052,0.030661700000000007,-0.0118815,-8.79669,-20.0595,42.6737
43504,10,84,32.1875,4.20316,5.05055,6.93677,-0.0823051,0.0223688,-0.0276897,8.41818,-40.0419,-32.153,33.625,0.15623900000000002,7.70656,6.06055,-0.0519904,0.00301971,-0.0428261,-1.58083,-36.0041,-1.78927,32.0,9.06216,2.51383,-3.4505,0.0121787,-0.00374653,-0.0050882,-8.39011,-21.1094,42.8182
43515,10,84,32.1875,4.37081,5.1769,8.47835,-0.104765,0.112112,0.0258855,7.66412,-39.2573,-32.4187,33.625,0.523708,7.28834,5.6426300000000005,0.0196539,0.0256298,0.0127482,-1.31731,-36.4007,-1.78519,32.0,9.10159,2.47499,-3.37267,0.02304,0.0436681,-0.0172188,-8.778369999999999,-20.7029,43.1
43526,10,84,32.1875,4.1742,4.59859,7.28424,-0.0644264,0.143291,-0.0511273,8.42505,-39.1752,-34.3892,33.625,0.30651,7.74322,5.98571,-0.016221,0.00565818,-0.0126014,-0.547343,-37.462,-0.645767,32.0,8.995410000000003,2.588,-3.18152,-0.00244711,-0.0638305,0.0242439,-9.02215,-20.9466,43.6668
43537,10,84,32.1875,4.19934,4.75638,7.97686,-0.142894,0.0164669,0.00893036,8.40507,-38.4287,-33.2126,33.625,0.34820300000000004,7.367610000000001,6.14257,-0.0277097,0.0411269,0.0119628,-1.17634,-37.0506,-1.92152,32.0,9.13552,2.43774,-3.48786,0.00018919,-0.00430206,-0.020092,-9.15924,-20.9423,42.8153
43548,10,84,32.1875,4.0997,3.99348,7.43912,-0.177698,0.0415826,0.06192919999999999,8.5314,-37.6919,-34.6609,33.625,0.419909,7.81791,5.9488,-0.027910200000000003,-0.0335804,0.016103,-1.84153,-36.2528,-1.36666,32.0,8.88054,2.51341,-3.25941,0.00138017,0.00405317,0.00362165,-8.65922,-20.4522,42.8165
43559,10,84,32.1875,4.1538,4.22452,7.86251,0.135777,0.106701,-0.0204478,8.525839999999999,-37.4432,-34.3999,33.625,0.4941970000000001,7.516189999999999,5.9124,0.029902800000000007,-0.023955,-0.00440496,-1.46441,-36.2673,-0.7999350000000001,32.0,9.02014,2.47739,-3.60506,-0.0256171,-0.0137269,-0.00134258,-8.2538,-21.3728,43.1027
43570,10,84,32.1875,3.84506,4.6418300000000015,7.58707,0.00491744,0.0264286,-0.0272551,9.15773,-38.2215,-34.3965,33.625,0.146045,7.74189,5.71176,0.0185478,-0.0179255,0.0169476,-1.18689,-36.6636,-1.64178,32.0,9.10568,2.6259,-3.2578,0.0198912,-0.0306147,0.0143736,-8.78773,-20.705,42.249
43581,10,84,32.1875,3.97715,4.64565,8.12786,-0.180364,-0.0368715,0.00922593,8.78063,-37.5812,-34.9245,33.625,0.380053,7.59185,5.91009,-0.00315501,-0.0281471,-0.0034139,-1.57887,-36.1331,-1.78852,32.0,9.13922,2.5127200000000003,-3.37252,0.00750166,0.00945968,-0.00182571,-8.924430000000003,-20.0532,42.6733
43592,10,84,32.1875,3.79027,3.1132,6.32132,-0.333972,0.0169024,-0.0344954,8.65663,-36.9548,-35.9779,33.625,0.108129,7.817310000000001,5.7108300000000005,0.0119678,0.00231515,-0.0074294,-1.43937,-37.2994,-1.35792,32.0,8.99651,2.58768,-3.14291,-0.000307488,-0.0204474,-0.0123673,-8.63544,-21.3534,43.2431
43603,10,84,32.1875,4.11468,3.84575,7.9016899999999985,-0.174787,0.0122076,-0.123648,8.6499,-36.4581,-35.9809,33.625,0.264665,7.6296,5.86916,0.00034973,-0.0154119,-0.0215549,-1.45079,-36.396,-1.50413,32.0,9.17574,2.55077,-3.41097,-0.017253599999999997,-0.0210329,0.025394,-8.777989999999999,-20.5734,43.3836
43614,10,84,32.1875,4.008,3.8483,8.09252,-0.7445149999999999,-0.116411,-0.177021,9.27879,-36.3683,-37.0326,33.625,0.222174,7.703989999999999,5.71326,0.0486343,-0.00682437,0.000912359,-1.82275,-37.0269,-1.78515,32.0,9.09869,2.55189,-3.48895,0.00200771,-0.0307425,0.018264,-8.395560000000001,-20.8516,42.8179
43625,10,84,32.1875,4.18618,3.51306,8.94304,0.110107,-0.198117,-0.0490063,9.38514,-34.885,-37.3043,33.625,0.377865,7.628989999999999,5.83249,0.030481,0.00626907,0.000347462,-1.57284,-37.2948,-1.07687,32.0,9.13902,2.47475,-3.37229,0.0432505,-0.0446247,-0.000663352,-9.1491,-21.199,43.2412
43636,10,84,32.1875,4.19373,4.33838,7.901210000000002,0.118894,0.0157851,-0.0612052,9.53014,-36.01,-37.9539,33.625,0.224115,8.00548,5.75104,0.0032118000000000003,-0.034600900000000004,-0.00729351,-1.07206,-36.6687,-0.794927,32.0,9.14841,2.58609,-3.0641700000000003,0.0242766,-0.023819,-0.0170607,-9.14872,-21.0694,43.5247
43647,10,84,32.1875,4.28937,4.15346,8.51907,-0.0366152,0.07001689999999999,-0.0573075,9.646,-35.1478,-38.3531,33.625,0.268096,7.6303800000000015,5.98538,-0.048476,0.00987919,-0.0205852,-1.58267,-36.6496,-1.0806,32.0,8.98892,2.39976,-3.37336,0.0434845,-0.0119906,0.0114594,-8.40219,-20.4646,42.9593
43657,10,84,32.1875,3.82413,4.00253,8.20471,0.042775699999999986,-0.013906,-0.0581442,9.89362,-35.1609,-38.2223,33.625,0.302034,7.779839999999999,5.83062,-0.0366851,-0.0224642,-0.00400002,-1.71505,-36.2576,-1.22475,32.0,9.03184,2.39792,-3.17996,0.0079971,-0.00189932,0.00122002,-9.29477,-20.4197,43.0979
43668,10,84,32.1875,3.70677,3.05559,8.28312,0.0936227,-0.0530087,-0.113056,10.651,-35.946,-38.3503,33.625,0.309742,7.66869,6.10217,-0.048255,0.0294022,0.0205546,-1.5819299999999998,-36.3914,-1.36407,32.0,9.06196,2.47587,-3.45026,0.040519699999999985,0.00335747,-0.00573473,-8.89792,-21.0832,43.1001
43679,10,84,32.1875,3.92412,4.18766,7.78222,0.0862395,-0.0354168,-0.0173267,10.1437,-36.1661,-36.7731,33.625,0.258647,7.51535,5.67581,0.00208403,-0.0115723,-0.0104326,-1.57764,-36.5203,-1.50431,32.0,8.95778,2.5502700000000003,-3.18167,-0.00324205,0.0196141,-0.000183277,-8.4018,-20.3351,43.2428
43690,10,84,32.1875,3.89356,3.69742,8.09132,0.0670612,0.06800360000000001,-0.045155699999999986,10.5156,-35.69,-37.4329,33.625,0.5016579999999999,7.74366,6.1441300000000005,-0.0137755,0.0629665,-0.0088788,-1.7052200000000002,-36.9028,-1.22102,32.0,9.02823,2.55108,-3.33531,0.00716061,-0.0293196,0.016715400000000002,-8.26627,-20.8576,42.9602
43701,10,84,32.1875,3.74106,4.076980000000002,7.972289999999999,0.111903,-0.00445052,-0.0327038,10.5118,-36.0614,-36.3808,33.625,0.459813,7.63005,6.02757,-0.040817,-0.0254016,0.01581,-1.04839,-36.539,-2.34655,32.0,8.99002,2.39944,-3.33476,-0.0204143,-0.0128563,0.0199482,-8.2616,-20.8566,43.3857
43712,10,84,32.1875,3.59177,4.15436,8.008280000000001,-0.035874,0.0448776,0.000382474,10.3901,-35.6832,-37.3015,33.625,0.572168,7.74213,5.9518,-0.0254535,0.0043208,-0.0261834,-1.5729799999999998,-36.5202,-1.7862900000000002,32.0,9.03063,2.5884,-3.25834,0.0250324,-0.00389903,0.0217273,-8.01314,-20.6119,43.2445
43723,10,84,32.1875,3.78285,4.45641,8.01012,-0.31690300000000005,0.017676499999999998,-0.0175356,11.2685,-36.4745,-37.036,33.625,0.5681390000000001,7.51543,5.8363,0.0317903,-0.0563025,-0.0231373,-1.56279,-37.0363,-1.92429,32.0,9.17704,2.58842,-3.3726,-0.0187229,-0.0122307,0.008930200000000001,-8.140880000000001,-20.6056,43.244
43734,10,84,32.1875,3.85444,3.50802,8.09137,-0.616639,0.0374758,-0.0475502,11.2518,-33.8691,-39.2827,33.625,0.492308,7.666289999999999,5.83444,0.0481062,-0.0315385,0.005839100000000001,-1.94937,-36.2475,-2.63648,32.0,8.919260000000003,2.55082,-3.22066,0.0368361,-0.00614538,0.00440706,-8.15218,-20.2196,42.9599
43745,10,84,32.1875,3.74643,3.32087,8.28282,-0.06608839999999999,-0.0443922,-0.00289394,11.3766,-33.256,-40.3365,33.625,0.6469550000000001,7.62867,5.91481,0.0359831,-0.053747300000000005,-0.0268026,-1.43557,-36.7829,-2.06585,32.0,8.98802,2.43805,-3.4122,5.751140000000001e-05,0.0126339,0.0391469,-8.1401,-20.8643,42.8188
43756,10,84,32.1875,4.50943,3.58195,8.44732,-0.0845429,0.0396888,-0.124925,11.2515,-32.8774,-40.8635,33.625,0.340994,7.66702,5.870419999999998,-0.0190193,0.0493296,-0.0220511,-2.20724,-37.1416,-1.78717,32.0,9.06366,2.58945,-3.41236,-0.0195818,-0.0107824,-0.00917646,-8.52407,-21.1044,42.2504
